Sample	posterior	likelihood	prior	Tree.t:Ecoli_rplA.CFheight	Tree.t:Ecoli_rplA.CFlength	Tree.t:Ecoli_rplA.nConv	Tree.t:Ecoli_rplA.nUselessConvs	Tree.t:Ecoli_rplA.meanEdgeLength	Tree.t:Ecoli_rplA.meanDepartureHeight	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomEndSite	popSize.t:Ecoli_rplA	kappa.s:Ecoli_rplA	freqParameter.s:Ecoli_rplA1	freqParameter.s:Ecoli_rplA2	freqParameter.s:Ecoli_rplA3	freqParameter.s:Ecoli_rplA4
26000	-8444.69672273576	-8652.103659369837	207.40693663407706	0.001263397920051765	0.004178553841637595	11	0	4.899464945835032E-4	2.3251697859317857E-4	705.0	705.0	0.0	704.0	0.0	704.0	76.0	76.0	746.0	821.0	746.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	482.0	482.0	0.0	481.0	0.0	481.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	171.0	171.0	240.0	410.0	240.0	410.0	384.0	384.0	0.0	383.0	0.0	383.0	299.0	177.0	55.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0012496236159209408	4.276587630079512	0.2491345636796732	0.24334634567992489	0.26936814120560076	0.23815094943480133
27000	-8458.616854785458	-8654.18696479685	195.57011001139273	0.0011025198048360586	0.004059584293385279	14	2	5.057142101093358E-4	3.6631887236257684E-4	508.3333333333333	705.0	0.0	507.3333333333333	0.0	114.0	199.0	199.0	0.0	198.0	0.0	198.0	402.0	402.0	0.0	401.0	0.0	401.0	87.0	87.0	242.0	328.0	0.0	51.0	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	177.0	533.0	177.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	237.5	192.0	0.0	236.5	0.0	383.0	277.0	277.0	61.0	337.0	61.0	337.0	NaN	NaN	NaN	NaN	NaN	NaN	179.5	357.0	96.0	274.5	192.0	193.0	8.589296443572821E-4	4.276587630079512	0.2491345636796732	0.24334634567992489	0.26936814120560076	0.23815094943480133
28000	-8461.273891498404	-8652.136332092641	190.86244059423672	0.0010669749124761615	0.0038007908790631375	10	0	6.436556668112305E-4	2.1738356988322918E-4	705.0	705.0	0.0	704.0	0.0	704.0	222.0	222.0	0.0	221.0	0.0	221.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	492.3333333333333	180.0	8.333333333333334	499.6666666666667	25.0	421.0	496.0	496.0	38.0	533.0	38.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.0	60.0	0.0	59.0	0.0	59.0	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	8.134347879830452E-4	4.276587630079512	0.2491345636796732	0.2486133569549273	0.26684269879073197	0.23540938057466765
29000	-8444.832948018964	-8649.853799283434	205.02085126446983	8.427469059994736E-4	0.0031614579489139512	9	0	5.140681263506887E-4	2.538786415440874E-4	566.75	352.5	0.0	565.75	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	412.6666666666667	202.0	0.0	411.6666666666667	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.159073775312476E-4	4.259707821833267	0.2491345636796732	0.2486133569549273	0.26684269879073197	0.23540938057466765
30000	-8485.757041041265	-8654.18739205708	168.4303510158146	6.743581380000459E-4	0.0028974735141566324	7	0	3.759319507546933E-4	2.0234568869185047E-4	585.0	235.0	36.0	620.0	0.0	452.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	327.0	327.0	57.0	383.0	57.0	383.0	110.0	110.0	98.0	207.0	98.0	207.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.666115869490579E-4	4.259707821833267	0.2491345636796732	0.2486133569549273	0.26684269879073197	0.23540938057466765
31000	-8454.846367794918	-8652.884372269304	198.0380044743858	0.0010326075255987183	0.0032649957001133446	9	0	2.7736618323548974E-4	1.8371537353699836E-4	614.6666666666666	352.5	90.33333333333333	704.0	271.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	182.0	182.0	0.0	181.0	0.0	181.0	428.0	428.0	112.0	539.0	112.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	18.0	18.0	0.0	17.0	0.0	17.0	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	38.0	38.0	0.0	37.0	0.0	37.0	5.989387971715271E-4	4.259707821833267	0.2491345636796732	0.2486133569549273	0.26684269879073197	0.23540938057466765
32000	-8445.149720627556	-8649.386088752732	204.23636812517458	0.0012466575128128902	0.0040899187402392645	12	0	5.184971869701957E-4	3.7704897217913624E-4	496.6666666666667	235.0	159.66666666666666	655.3333333333334	0.0	704.0	474.5	274.0	97.5	571.0	0.0	821.0	630.0	630.0	0.0	629.0	0.0	629.0	350.0	350.0	256.0	605.0	256.0	605.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	256.5	217.5	0.0	255.5	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.0	63.0	0.0	62.0	0.0	62.0	357.0	357.0	0.0	356.0	0.0	356.0	6.896112302916034E-4	2.7921120698425836	0.2491345636796732	0.2486133569549273	0.26684269879073197	0.23540938057466765
33000	-8490.970438430297	-8660.408754356693	169.43831592639657	0.0015249461409126246	0.004536107184335702	13	0	4.465780161336695E-4	7.472957480201398E-4	360.0	352.5	345.0	704.0	690.0	704.0	254.0	203.0	568.0	821.0	416.0	821.0	421.0	421.0	0.0	420.0	0.0	420.0	NaN	NaN	NaN	NaN	NaN	NaN	102.0	102.0	81.0	182.0	81.0	182.0	160.0	160.0	98.0	257.0	98.0	257.0	234.0	108.75	72.33333333333333	305.3333333333333	0.0	249.0	269.0	269.0	142.0	410.0	142.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	208.5	116.0	6.0	213.5	12.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	8.705963817885504E-4	2.7921120698425836	0.2491345636796732	0.2486133569549273	0.2652816587814055	0.23697042058399412
34000	-8488.480310363804	-8652.335944149423	163.85563378561955	0.0010040204151400345	0.0032201654306122547	5	0	0.0011566574716006547	3.5358973120424127E-4	668.0	668.0	0.0	667.0	0.0	667.0	478.5	274.0	235.5	713.0	471.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.254715865483264E-4	2.7921120698425836	0.2491345636796732	0.2486133569549273	0.2652816587814055	0.23697042058399412
35000	-8477.848888358056	-8652.672764055626	174.8238756975693	9.481798466281214E-4	0.0027949003233013947	6	0	4.279731227036865E-4	2.580641650923796E-4	669.0	669.0	0.0	668.0	0.0	668.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.0	34.0	500.0	533.0	500.0	533.0	314.5	217.5	120.5	434.0	241.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	244.0	244.0	140.0	383.0	140.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.0	50.0	307.0	356.0	307.0	356.0	3.32012916401291E-4	2.7921120698425836	0.24835612531605442	0.2493917953185461	0.2652816587814055	0.23697042058399412
36000	-8469.060053309006	-8651.46732288366	182.40726957465475	0.001094418229567474	0.003250318602225899	7	0	3.561393251500394E-4	2.4343093381054218E-4	666.0	666.0	0.0	665.0	0.0	665.0	308.0	308.0	0.0	307.0	0.0	307.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	328.0	267.0	0.0	327.0	0.0	121.0	242.5	217.5	0.0	241.5	0.0	49.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	277.0	277.0	0.0	276.0	0.0	276.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5407090992183173E-4	2.7921120698425836	0.24835612531605442	0.2493917953185461	0.2652816587814055	0.23697042058399412
37000	-8483.85553116357	-8652.322480401	168.46694923742984	6.631307409576084E-4	0.001969742220220389	3	0	5.213892091606836E-4	1.822925372150007E-4	663.0	663.0	0.0	662.0	0.0	662.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	143.0	143.0	0.0	142.0	0.0	142.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.9860028157278845E-4	4.6513165512134895	0.24835612531605442	0.2493917953185461	0.2652816587814055	0.23697042058399412
38000	-8456.770864404185	-8653.772341163627	197.0014767594429	8.720635855574423E-4	0.0029874754712696516	8	0	3.742551136912279E-4	2.9928226236239667E-4	685.5	352.5	0.0	684.5	0.0	704.0	481.0	481.0	341.0	821.0	341.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	308.0	308.0	0.0	307.0	0.0	307.0	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	175.0	175.0	182.0	356.0	182.0	356.0	3.534640925582612E-4	4.6513165512134895	0.24835612531605442	0.2493917953185461	0.2652816587814055	0.23697042058399412
39000	-8478.132836582385	-8654.783216863641	176.6503802812565	7.452378380978258E-4	0.0023110124143581024	7	0	4.224482089468233E-4	2.3647979221245427E-4	591.0	334.0	0.0	590.0	0.0	513.0	396.0	262.6666666666667	0.0	395.0	0.0	200.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	165.0	165.0	246.0	410.0	246.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.9349160925160104E-4	4.6513165512134895	0.24835612531605442	0.2493917953185461	0.27062535769418516	0.23162672167121445
40000	-8477.09458703273	-8652.624298445491	175.52971141276097	5.998840652436797E-4	0.0024994671330374565	6	0	5.275824884834626E-4	2.822571870774915E-4	686.5	352.5	0.0	685.5	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	536.0	536.0	0.0	535.0	0.0	535.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	423.0	217.5	12.0	434.0	24.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.0	22.0	0.0	21.0	0.0	21.0	NaN	NaN	NaN	NaN	NaN	NaN	5.265536789423274E-4	4.6513165512134895	0.24835612531605442	0.2493917953185461	0.27062535769418516	0.23162672167121445
41000	-8478.014559866064	-8653.254568992505	175.24000912644075	9.987854704735675E-4	0.003182074538732973	6	0	8.924410054911335E-4	3.629397444561882E-4	669.5	335.0	0.0	668.5	0.0	668.0	620.0	620.0	202.0	821.0	202.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.78874319308986E-4	4.6513165512134895	0.2437777943633554	0.2493917953185461	0.27520368864688416	0.23162672167121445
42000	-8478.238453467686	-8652.78712466594	174.54867119825457	0.001022690216890416	0.0032073560736225856	8	0	3.2341185353577023E-4	3.255525461577177E-4	670.0	670.0	0.0	669.0	0.0	669.0	180.0	169.33333333333334	491.0	670.0	129.0	368.0	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	313.0	313.0	0.0	312.0	0.0	312.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.06045161716796E-4	6.185355538119753	0.2437777943633554	0.2493917953185461	0.27520368864688416	0.23162672167121445
43000	-8505.295058160604	-8659.661815131405	154.36675697080096	0.0011526224662576385	0.004067445713421627	8	0	4.5254607129544114E-4	2.86965681466983E-4	670.0	670.0	0.0	669.0	0.0	669.0	43.0	43.0	0.0	42.0	0.0	42.0	343.0	229.0	0.0	342.0	0.0	227.0	NaN	NaN	NaN	NaN	NaN	NaN	409.0	409.0	131.0	539.0	131.0	539.0	6.0	6.0	528.0	533.0	528.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	240.0	240.0	73.0	312.0	73.0	312.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5397375673555067E-4	6.185355538119753	0.2437777943633554	0.2592816600137076	0.27520368864688416	0.22173685697605297
44000	-8505.757441439113	-8659.517212442543	153.75977100342936	8.693498822502666E-4	0.003292183539934253	4	0	7.250675806722155E-4	1.6829053354218442E-4	459.0	235.0	228.5	686.5	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273.0	273.0	0.0	272.0	0.0	272.0	NaN	NaN	NaN	NaN	NaN	NaN	6.029547557244812E-4	6.185355538119753	0.2437777943633554	0.2592816600137076	0.27520368864688416	0.22173685697605297
45000	-8478.419362505825	-8653.343242911955	174.92388040612988	6.947156177874042E-4	0.002422519368016041	7	0	9.604849966695795E-4	3.657695959873631E-4	686.0	352.5	0.0	685.0	0.0	666.0	532.0	532.0	0.0	531.0	0.0	531.0	NaN	NaN	NaN	NaN	NaN	NaN	366.0	366.0	0.0	365.0	0.0	365.0	NaN	NaN	NaN	NaN	NaN	NaN	103.0	103.0	0.0	102.0	0.0	102.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.0	64.0	290.0	353.0	290.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.031355695441709E-4	6.185355538119753	0.24620140927767487	0.2592816600137076	0.27520368864688416	0.2193132420617335
46000	-8465.786399768454	-8662.809299387072	197.0228996186172	0.0013737504198793255	0.004561178202312137	9	0	1.459231862211061E-4	4.402170161325315E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	205.0	205.0	401.0	605.0	401.0	605.0	160.0	160.0	0.0	159.0	0.0	159.0	360.0	360.0	0.0	359.0	0.0	359.0	50.0	50.0	0.0	49.0	0.0	49.0	297.5	205.5	0.0	296.5	0.0	183.0	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.669927735489666E-4	4.860773504432735	0.24620140927767487	0.2592816600137076	0.27520368864688416	0.2193132420617335
47000	-8477.931785259107	-8662.140089271092	184.20830401198435	9.24106123109438E-4	0.0032237826127535915	5	0	3.5711000058121086E-4	3.9247389351511287E-4	427.5	352.5	0.0	426.5	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	354.0	354.0	0.0	353.0	0.0	353.0	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	3.73876412443722E-4	4.860773504432735	0.2449613835461364	0.2592816600137076	0.27520368864688416	0.22055326779327197
48000	-8453.44877082342	-8658.683342678425	205.23457185500578	0.0010831776363558368	0.0034865870806526505	8	0	7.530925298527518E-5	2.70564735068454E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	340.5	315.0	0.0	339.5	0.0	50.0	126.0	126.0	0.0	125.0	0.0	125.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	304.5	177.0	0.0	303.5	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	159.0	159.0	198.0	356.0	198.0	356.0	3.4681744008859883E-4	4.860773504432735	0.2449613835461364	0.2543891163228368	0.27520368864688416	0.22544581148414283
49000	-8473.299935829502	-8664.226299206653	190.9263633771522	5.54293212053454E-4	0.0018462990211225456	4	0	6.633163892176443E-5	1.126247392725781E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	478.5	315.0	151.5	629.0	0.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	3.952213381181129E-4	3.6664913199462763	0.2449613835461364	0.2543891163228368	0.2802587045625773	0.2203907955684497
50000	-8461.645312154436	-8659.65793475743	198.01262260299322	0.0010989323093635018	0.0032892829016125287	7	0	1.1345578112804834E-4	3.738945249204668E-4	705.0	705.0	0.0	704.0	0.0	704.0	440.0	440.0	0.0	439.0	0.0	439.0	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.0	50.0	0.0	49.0	0.0	49.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	232.0	232.0	78.0	309.0	78.0	309.0	3.5747158608273984E-4	3.6664913199462763	0.2449613835461364	0.2543891163228368	0.2802587045625773	0.2203907955684497
51000	-8489.55840648569	-8665.247775946718	175.6893694610289	0.0011284672556252043	0.0031708542960148843	4	0	1.3462904518313394E-4	5.980015052970552E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	226.5	226.5	297.5	523.0	595.0	441.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.632781541696087E-4	3.6664913199462763	0.2449613835461364	0.2543891163228368	0.2802587045625773	0.2203907955684497
